age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
26,Male,UK,3.403572950063803,Instagram,1,Education,32.73821431134465,0,9.198141968140298,Medium,21.69273107152562
26,Male,India,5.85577582411482,Snapchat,3,Education,8.536036742530243,0,3.910425080488695,High,19.938438230170604
13,Female,India,3.748859715713807,YouTube,1,Education,40.32423821646748,0,7.892041921101777,Medium,4.199276979871847
13,Male,Germany,5.009462094486466,TikTok,2,Entertainment,22.31110435200624,0,5.960276697094596,High,25.580725598740536
14,Male,India,3.0314310611266926,YouTube,2,Content Creation,15.145469576911662,0,6.231638978246532,Medium,10.6470497774197
19,Female,Australia,4.122513127979717,Instagram,1,Entertainment,25.7679868426004,0,6.901950357847538,Medium,50.22539977261484
25,Female,India,1.6708272036121512,Instagram,5,Content Creation,6.559635554632649,1,9.290502824640257,Low,28.79433473787968
23,Female,USA,0.5,Instagram,5,News,25.067453019456504,1,9.838460722597937,Low,41.431821739917154
23,Male,India,4.132982628321017,Instagram,4,Socializing,19.94172207581517,1,6.086188417800045,Medium,49.19839730495396
14,Male,USA,1.553948060089267,TikTok,3,Entertainment,14.345180627836264,1,8.619928887144848,Low,17.409276497451568
27,Female,Australia,4.016001404471252,Instagram,5,Socializing,9.941297678625489,0,7.856159521185463,Medium,5.56520552777377
18,Male,India,3.865942867865048,YouTube,5,Socializing,20.57592913891103,0,7.096107037842337,Medium,59.14297913450288
23,Male,Canada,1.4609629277139744,Instagram,3,Entertainment,6.991493334741236,1,9.22864831349461,Low,61.36318238701114
27,Female,UK,6.202902448177714,Instagram,3,Socializing,46.64370297707165,0,7.290494009698882,High,56.214560771278926
25,Female,India,2.298073603580859,Snapchat,1,Entertainment,7.723414184609567,1,6.761244422702046,Low,66.17820426628676
27,Male,India,0.5,YouTube,5,Socializing,21.108603064721216,0,10.0,Low,46.06849920388706
14,Female,India,6.053911931783581,Twitter,1,Entertainment,25.17535359790056,0,5.448084794738741,High,65.74566098367544
